id,length,diameter,color
70239201931437526,4.0,8.0,UNDEFINED
70239202149062994,6.0,3.0,UNDEFINED
70239202173103946,4.2,25.0,UNDEFINED
70239202173081471,6.0,70.0,YELLOW
70239201931455123,8.0,160.0,UNDEFINED
70239202173023901,4.0,8.0,UNDEFINED
70239202173192045,4.2,25.0,UNDEFINED
70239201940710081,4.0,2.0,UNDEFINED
70239201942561806,5.0,80.0,UNDEFINED
70239202157993894,3.5,55.0,UNDEFINED
70239202173061759,5.0,100.0,YELLOW
70239202173099612,4.0,8.0,RED
70239202173098256,4.8,35.0,BROWN
70239202173061826,4.0,2.0,UNDEFINED
70239202173098299,4.8,50.0,UNDEFINED
70239202173127130,4.2,13.0,UNDEFINED
70239202153674264,5.0,25.0,UNDEFINED
70239202173048391,4.0,0.0,YELLOW
70239202175055036,4.0,50.0,UNDEFINED
70239201940756231,3.0,40.0,UNDEFINED
70239202148927012,4.0,16.0,UNDEFINED
70239202173065996,4.0,8.0,RED
70239201931544752,4.0,8.0,UNDEFINED
70239201931547110,5.0,5.0,UNDEFINED
70239202157978459,5.5,25.0,UNDEFINED
70239201931544196,6.0,3.0,UNDEFINED
70239201940745417,41.0,3.8,UNDEFINED
70239202153463890,3.0,8.0,UNDEFINED
70239201931437717,4.0,8.0,UNDEFINED
70239202157985845,4.8,90.0,UNDEFINED
70239202188511722,4.0,5.0,UNDEFINED
70239202173084269,4.2,19.0,UNDEFINED
70239202157972093,4.5,40.0,UNDEFINED
70239202173098465,4.8,19.0,GREEN
70239202188648319,3.0,9.0,UNDEFINED
70239201940584362,4.0,2.0,UNDEFINED
70239202173032476,4.0,8.0,UNDEFINED
70239202188648620,4.0,12.0,UNDEFINED
70239202189558908,2.0,5.0,UNDEFINED
70239202173045587,4.0,2.0,WHITE
70239202173045582,4.0,2.0,WHITE
70239202149078643,4.0,8.0,UNDEFINED
70239201931578423,3.0,5.0,UNDEFINED
70239202157972032,3.5,25.0,UNDEFINED
70239202173078471,4.0,0.0,WHITE
70239202186337182,4.0,2.0,UNDEFINED
70239202173103943,6.3,105.0,UNDEFINED
70239202186947417,4.0,2.0,UNDEFINED
70239202157971776,6.3,50.0,UNDEFINED
70239202173132660,4.0,2.0,BROWN
70239202186277451,3.0,5.0,UNDEFINED
70239202148927072,3.0,5.0,UNDEFINED
70239201942561541,5.0,60.0,UNDEFINED
70239202189531938,3.5,25.0,UNDEFINED
70239202173104614,3.0,0.0,YELLOW
70239202156271643,6.0,35.0,UNDEFINED
70239202173192197,4.8,80.0,GREEN
70239202186339370,4.0,8.0,UNDEFINED
70239202173077829,3.5,16.0,UNDEFINED
70239202157982476,6.3,19.0,UNDEFINED
70239202189739578,4.8,100.0,UNDEFINED
70239201931461179,4.0,2.0,UNDEFINED
70239202173087866,4.8,60.0,BROWN
70239202173079822,6.0,45.0,UNDEFINED
70239202173049394,5.0,0.0,WHITE
70239202173127347,6.0,20.0,YELLOW
70239202149059907,3.0,8.0,UNDEFINED
70239202173079758,4.8,19.0,UNDEFINED
70239202156228700,5.0,50.0,UNDEFINED
70239202173059572,6.0,80.0,YELLOW
70239202188983309,3.0,12.0,UNDEFINED
70239202156272060,2.5,12.0,UNDEFINED
70239202173100982,4.0,8.0,UNDEFINED
70239202188700724,3.5,55.0,UNDEFINED
70239202173114656,4.0,8.0,UNDEFINED
70239202167083114,4.0,8.0,UNDEFINED
70239201942562730,6.0,50.0,UNDEFINED
70239202173132217,4.8,29.0,GREEN
70239202156286453,3.0,12.0,UNDEFINED
70239202157966512,3.5,35.0,UNDEFINED
70239202157972115,4.8,70.0,UNDEFINED
70239202173096716,4.8,70.0,RED
70239202149053112,5.0,80.0,UNDEFINED
70239202149098556,3.0,5.0,UNDEFINED
70239202149078784,4.0,2.0,UNDEFINED
70239202148927169,3.0,8.0,UNDEFINED
70239202157975931,5.5,19.0,UNDEFINED
70239202187057532,3.8,64.0,UNDEFINED
70239202173088090,4.8,127.0,UNDEFINED
70239202149067938,6.0,3.0,UNDEFINED
70239202148926997,3.0,12.0,UNDEFINED
70239202173126666,4.2,75.0,UNDEFINED
70239202173109829,3.0,5.0,YELLOW
70239202157981806,3.5,32.0,UNDEFINED
70239201931438619,4.0,2.0,UNDEFINED
70239201946230793,3.0,5.0,UNDEFINED
70239202186947249,3.0,5.0,WHITE
70239202157989669,6.3,130.0,UNDEFINED
70239202157985176,4.8,150.0,UNDEFINED
70239202173134927,4.2,13.0,UNDEFINED
70239202189622748,6.0,40.0,UNDEFINED
70239202188507243,5.0,6.0,BROWN
70239202180485832,5.0,50.0,UNDEFINED
70239202173095726,4.0,8.0,RED
70239202173083805,4.0,8.0,GREEN
70239202157985138,4.2,70.0,UNDEFINED
70239202172991107,6.3,25.0,UNDEFINED
70239202173109831,5.5,19.0,BLUE
70239201931551966,4.0,2.0,UNDEFINED
70239202157976882,4.2,19.0,UNDEFINED
70239201940756287,4.0,2.0,UNDEFINED
70239201940756294,5.0,40.0,UNDEFINED
70239201940584169,UNDEFINED,UNDEFINED,UNDEFINED
70239202173133530,4.2,50.0,UNDEFINED
70239202156215342,4.0,30.0,UNDEFINED
70239201931549009,5.0,5.0,UNDEFINED
70239201942561878,4.0,35.0,UNDEFINED
70239201931543873,4.0,8.0,UNDEFINED
70239202173048654,4.0,8.0,BROWN
70239201931544434,3.0,5.0,UNDEFINED
70239201931438525,3.0,5.0,UNDEFINED
70239202173068891,6.0,60.0,YELLOW
70239202149070727,3.0,16.0,UNDEFINED
70239201931455136,12.0,160.0,UNDEFINED
70239201931568168,4.0,2.0,UNDEFINED
70239202157966176,4.8,152.0,UNDEFINED
70239201931544648,4.0,2.0,BLUE
70239202156227419,4.0,50.0,UNDEFINED
70239202173481159,4.0,2.0,UNDEFINED
70239202173039130,2.0,5.0,YELLOW
70239202157968474,3.5,20.0,UNDEFINED
70239202173112856,3.9,25.0,YELLOW
70239202157977748,4.8,90.0,UNDEFINED
70239201931544269,4.0,2.0,UNDEFINED
70239202156192014,3.0,20.0,UNDEFINED
70239202157981424,4.2,70.0,UNDEFINED
70239202149065801,2.0,5.0,UNDEFINED
70239202173096109,4.8,100.0,UNDEFINED
70239202186613494,3.0,8.0,UNDEFINED
70239201931470097,3.0,5.0,UNDEFINED
70239202173041768,3.9,45.0,UNDEFINED
70239202173105353,5.0,5.0,UNDEFINED
70239202188648348,5.0,40.0,UNDEFINED
70239202149057450,3.0,5.0,UNDEFINED
70239202157982245,4.2,76.0,UNDEFINED
70239202188863786,3.0,5.0,UNDEFINED
70239202173124339,5.0,0.0,YELLOW
70239202149098567,3.0,5.0,UNDEFINED
70239202173481194,3.0,5.0,UNDEFINED
70239202173035362,6.0,110.0,YELLOW
70239202149066008,5.0,5.0,UNDEFINED
70239202157977732,3.5,55.0,UNDEFINED
70239202173058632,4.0,8.0,WHITE
70239202188700343,3.5,40.0,UNDEFINED
70239202157975514,3.9,30.0,UNDEFINED
70239202157975084,3.5,41.0,UNDEFINED
70239202157979704,3.5,25.0,UNDEFINED
70239201954471373,5.0,5.0,UNDEFINED
70239202157974783,4.8,70.0,UNDEFINED
70239202173481155,4.0,2.0,UNDEFINED
70239202186947305,3.0,9.0,UNDEFINED
70239202173032341,3.5,51.0,UNDEFINED
70239202157983811,4.8,38.0,UNDEFINED
70239202157977655,3.5,51.0,UNDEFINED
70239202173111677,4.8,60.0,GREEN
70239202157978299,4.2,70.0,UNDEFINED
70239201942559830,4.0,8.0,UNDEFINED
70239201931544132,4.0,2.0,UNDEFINED
70239201931455489,8.0,140.0,UNDEFINED
70239202173480979,4.0,2.0,UNDEFINED
70239201931842054,3.0,5.0,UNDEFINED
70239201931551779,4.0,2.0,BLUE
70239202186613665,3.0,8.0,UNDEFINED
70239202157965632,4.8,95.0,UNDEFINED
70239201819352509,3.0,5.0,UNDEFINED
70239202153474736,4.0,2.0,UNDEFINED
70239202173129162,4.0,1.0,WHITE
70239202173059299,UNDEFINED,UNDEFINED,UNDEFINED
70239202173051742,4.8,50.0,GREEN
70239202149062430,6.0,70.0,UNDEFINED
70239202189558784,5.0,5.0,UNDEFINED
70239202173084619,4.8,65.0,BLUE
70239202173077912,5.0,100.0,UNDEFINED
70239202157977527,3.9,22.0,UNDEFINED
70239201931545059,5.0,5.0,UNDEFINED
70239202186110006,3.0,5.0,UNDEFINED
70239202149000820,5.0,16.0,UNDEFINED
70239201942563052,6.0,100.0,UNDEFINED
70239202156205331,3.0,12.0,UNDEFINED
70239202157973168,3.5,25.0,UNDEFINED
70239201931544117,4.0,8.0,GREEN
70239202173063286,4.5,40.0,YELLOW
70239201942559827,3.0,5.0,UNDEFINED
70239202189548476,4.0,8.0,UNDEFINED
70239201931460546,3.0,0.0,UNDEFINED
70239202173132094,4.0,2.0,UNDEFINED
70239202188174617,4.0,8.0,BROWN
70239202186337344,3.0,9.0,BLACK
70239202188863888,4.0,70.0,UNDEFINED
70239202173097990,5.0,0.0,WHITE
70239202172993880,4.8,28.0,GREEN
70239202157979289,4.2,25.0,UNDEFINED
70239202153673862,5.0,5.0,UNDEFINED
70239201931545412,4.0,8.0,UNDEFINED
70239202149079476,5.0,20.0,UNDEFINED
70239202187483408,4.0,2.0,UNDEFINED
70239202188263064,UNDEFINED,UNDEFINED,BROWN
70239202173028172,4.2,32.0,UNDEFINED
70239202173113833,3.5,45.0,UNDEFINED
70239202186277099,0.3,5.0,BLACK
70239202173126732,4.0,8.0,UNDEFINED
70239202156209398,5.0,80.0,UNDEFINED
70239202173481201,3.0,5.0,UNDEFINED
70239202149062441,4.0,2.0,UNDEFINED
70239202013909624,5.0,5.0,UNDEFINED
70239202189558891,4.0,30.0,UNDEFINED
70239202149098813,3.0,25.0,UNDEFINED
70239202157987311,3.8,65.0,UNDEFINED
70239201931544550,6.0,3.0,RED
70239202173133171,5.0,0.0,UNDEFINED
70239202173100448,5.0,60.0,YELLOW
70239202184190775,5.0,5.0,BROWN
70239201931549188,5.0,5.0,RED
70239202173036785,4.0,50.0,YELLOW
70239202173032346,3.9,25.0,UNDEFINED
70239202188863875,3.0,16.0,UNDEFINED
70239202173084587,5.5,19.0,UNDEFINED
70239202189614097,4.0,8.0,UNDEFINED
70239202173069288,4.2,50.0,UNDEFINED
70239202187046348,4.0,2.0,UNDEFINED
70239202173480896,4.0,8.0,UNDEFINED
70239201931456039,12.0,140.0,UNDEFINED
70239202156226899,5.0,100.0,UNDEFINED
70239201940734999,3.0,5.0,UNDEFINED
70239202149056922,3.0,9.0,UNDEFINED
70239202173481169,4.0,2.0,UNDEFINED
70239202156247543,2.5,25.0,UNDEFINED
70239202157977853,6.3,70.0,UNDEFINED
70239202149096847,4.0,8.0,UNDEFINED
70239202157980248,4.2,14.0,UNDEFINED
70239202173104808,3.5,16.0,YELLOW
70239202188377796,3.0,5.0,UNDEFINED
70239202149057512,3.0,5.0,UNDEFINED
70239202157968172,4.2,70.0,UNDEFINED
70239202157966561,3.5,45.0,UNDEFINED
70239201931545134,5.0,5.0,BROWN
70239202188578548,3.5,55.0,UNDEFINED
70239202156142304,5.0,60.0,UNDEFINED
70239202173127304,4.8,35.0,BROWN
70239202188624681,5.0,60.0,UNDEFINED
70239201931468794,4.0,25.0,UNDEFINED
70239201976611236,4.0,8.0,UNDEFINED
70239201954471682,4.0,8.0,UNDEFINED
70239201940756779,5.0,5.0,UNDEFINED
70239202157973801,4.2,19.0,UNDEFINED
70239202149073371,5.0,50.0,UNDEFINED
70239202186392904,3.0,5.0,BLACK
70239202173043100,5.0,5.0,BROWN
70239202173026098,5.0,5.0,WHITE
70239202173031193,3.5,35.0,UNDEFINED
70239202157979020,3.9,64.0,UNDEFINED
70239202156187186,5.0,70.0,UNDEFINED
70239202157983200,3.5,55.0,UNDEFINED
70239201940748281,3.0,5.0,UNDEFINED
70239202173042205,5.0,5.0,UNDEFINED
70239202173111930,4.8,60.0,BLUE
70239202173026283,4.0,8.0,UNDEFINED
70239202173037783,4.0,16.0,YELLOW
70239202157979979,4.2,25.0,UNDEFINED
70239202173046481,5.0,0.0,YELLOW
70239202149067803,4.0,35.0,UNDEFINED
70239201931544427,4.0,8.0,WHITE
70239201931544505,4.0,8.0,RED
70239202188510768,3.0,35.0,UNDEFINED
70239202156242678,3.9,35.0,UNDEFINED
70239202157970665,4.8,50.0,UNDEFINED
70239202173085066,3.5,55.0,UNDEFINED
70239202156266735,2.5,20.0,UNDEFINED
70239202172972755,4.0,2.0,WHITE
70239202186112196,4.0,2.0,UNDEFINED
70239202157994467,6.3,32.0,UNDEFINED
70239202186339456,4.0,2.0,UNDEFINED
70239202173100541,3.0,9.0,WHITE
70239201940756991,4.0,2.0,UNDEFINED
70239202157972168,5.5,25.0,UNDEFINED
70239201931551278,4.0,2.0,RED
70239201942561060,4.0,8.0,GRAY
70239202149066128,4.0,8.0,UNDEFINED
70239202189951443,6.0,3.0,UNDEFINED
70239201931544654,5.0,5.0,UNDEFINED
70239202180487790,3.0,9.0,UNDEFINED
70239202149057110,4.0,5.0,UNDEFINED
70239202173068461,4.0,5.0,YELLOW
70239202173050123,3.5,30.0,UNDEFINED
70239202157981386,4.8,127.0,UNDEFINED
70239202156229989,3.0,20.0,UNDEFINED
70239202173481113,3.0,9.0,UNDEFINED
70239202173087880,6.0,0.0,WHITE
70239202188511639,3.0,12.0,UNDEFINED
70239202148960320,5.0,70.0,UNDEFINED
70239202189623348,3.5,35.0,UNDEFINED
70239202173035057,4.0,0.0,WHITE
70239201931825417,3.0,5.0,UNDEFINED
70239202188510847,4.0,5.0,UNDEFINED
70239202156232752,3.5,30.0,UNDEFINED
70239202156288762,3.0,30.0,UNDEFINED
70239202173102912,4.0,2.0,RED
70239202167038161,5.0,5.0,UNDEFINED
70239201942561407,6.0,70.0,UNDEFINED
70239202149057291,2.0,5.0,UNDEFINED
70239202149079442,4.0,50.0,UNDEFINED
70239202149066581,3.0,5.0,UNDEFINED
70239201931544320,6.0,3.0,UNDEFINED
70239201931471076,4.0,8.0,UNDEFINED
70239202157977027,3.5,25.0,UNDEFINED
70239202149062111,5.0,90.0,UNDEFINED
70239202157987447,4.2,25.0,UNDEFINED
70239202156271943,4.0,50.0,UNDEFINED
70239201942565360,4.0,8.0,UNDEFINED
70239202175057133,5.0,60.0,UNDEFINED
70239201940584253,25.0,3.8,UNDEFINED
70239202173481013,4.0,8.0,UNDEFINED
70239202157973232,3.9,64.0,UNDEFINED
70239201931438757,4.0,2.0,UNDEFINED
70239202189530166,5.0,5.0,UNDEFINED
70239202173070204,4.2,25.0,UNDEFINED
70239202173097963,3.5,32.0,UNDEFINED
70239202186110394,3.0,5.0,UNDEFINED
70239202188749541,2.0,5.0,UNDEFINED
70239202173070855,4.8,35.0,BROWN
70239202173047939,4.0,25.0,UNDEFINED
70239202173191626,4.0,0.0,YELLOW
70239201931471030,4.0,8.0,UNDEFINED
70239202173481025,4.0,8.0,GREEN
70239202157984066,3.5,55.0,UNDEFINED
70239202173126439,5.0,0.0,WHITE
70239202157992731,6.3,130.0,UNDEFINED
70239202173038028,4.0,25.0,YELLOW
70239201940762278,4.0,2.0,UNDEFINED
70239202157967280,4.8,35.0,UNDEFINED
70239202173092943,4.8,70.0,BLUE
70239202173127351,4.8,60.0,RED
70239202173135521,4.2,50.0,UNDEFINED
70239201931461962,4.2,76.0,UNDEFINED
70239201931568243,3.0,5.0,UNDEFINED
70239202173037633,5.0,70.0,YELLOW
70239202173087379,4.8,80.0,BLUE
70239201931544204,6.0,3.0,UNDEFINED
70239202157968525,3.5,45.0,UNDEFINED
70239202173033509,3.5,19.0,UNDEFINED
70239202188648503,3.0,5.0,UNDEFINED
70239202186337542,3.0,8.0,UNDEFINED
70239201931545860,4.0,2.0,UNDEFINED
70239202149082990,4.0,45.0,UNDEFINED
70239202172968839,4.0,2.0,WHITE
70239201931569216,3.0,5.0,UNDEFINED
70239202173059452,4.8,80.0,GREEN
70239202188135885,4.0,8.0,UNDEFINED
70239202173085491,4.0,2.0,WHITE
70239201942561851,4.0,2.0,UNDEFINED
70239202187027112,3.0,9.0,UNDEFINED
70239201931462193,3.5,41.0,UNDEFINED
70239202149063058,3.0,5.0,UNDEFINED
70239202173056222,4.0,8.0,UNDEFINED
70239202173080883,4.8,80.0,BLUE
70239201954471340,4.0,2.0,UNDEFINED
70239202186917030,3.0,8.0,UNDEFINED
70239201931545964,4.0,2.0,UNDEFINED
70239202189548716,4.0,8.0,UNDEFINED
70239202149062609,3.0,20.0,UNDEFINED
70239202186613592,3.0,5.0,BLACK
70239201931546351,6.0,3.0,UNDEFINED
70239202189622753,3.0,5.0,UNDEFINED
70239201931468799,4.0,2.0,UNDEFINED
70239202173079260,4.2,32.0,UNDEFINED
70239202188511619,4.0,5.0,UNDEFINED
70239201931458926,4.0,2.0,UNDEFINED
70239202157986787,6.3,25.0,UNDEFINED
70239202188749057,2.0,5.0,UNDEFINED
70239202173117927,3.5,41.0,UNDEFINED
70239202173110181,4.2,38.0,UNDEFINED
70239202157969325,4.8,102.0,UNDEFINED
70239202188510783,3.0,9.0,UNDEFINED
70239202173094512,4.8,35.0,BLUE
70239202156187196,4.0,70.0,UNDEFINED
70239202180487580,6.0,60.0,UNDEFINED
70239201931462017,3.8,45.0,UNDEFINED
70239202173049135,4.0,0.0,YELLOW
70239202173192069,4.8,19.0,GREEN
70239202173125934,4.0,5.0,WHITE
70239202187491102,4.0,8.0,RED
70239202187370157,3.0,5.0,UNDEFINED
70239201931462196,3.8,55.0,UNDEFINED
70239202173120326,4.2,90.0,UNDEFINED
70239202173481088,4.0,8.0,BROWN
70239201931546354,4.0,2.0,UNDEFINED
70239202188507313,4.0,8.0,UNDEFINED
70239202173124337,4.0,1.0,WHITE
70239202184375455,5.0,35.0,UNDEFINED
70239202157992696,6.0,45.0,UNDEFINED
70239201931827102,3.0,5.0,UNDEFINED
70239202173128258,3.0,5.0,YELLOW
70239202173094421,4.0,35.0,YELLOW
70239201942561449,5.0,5.0,GRAY
70239201942559846,4.0,50.0,UNDEFINED
70239202188511803,3.0,5.0,UNDEFINED
70239202149029320,3.0,5.0,UNDEFINED
70239202173127410,4.0,2.0,RED
70239201940756651,4.0,2.0,UNDEFINED
70239202173045643,4.8,35.0,GREEN
70239202173092003,4.8,70.0,GREEN
70239201940584112,32.0,3.5,UNDEFINED
70239202173050692,4.0,8.0,WHITE
70239202173028853,4.0,8.0,UNDEFINED
70239202173112879,3.5,25.0,UNDEFINED
70239202173096671,4.8,80.0,GREEN
70239202173480848,4.0,2.0,UNDEFINED
70239202173124586,5.5,25.0,GREEN
70239202149057653,4.0,2.0,UNDEFINED
70239202172969936,4.0,8.0,UNDEFINED
70239201931553632,4.0,2.0,BLUE
70239202187045157,3.5,35.0,UNDEFINED
70239202172890397,4.0,8.0,UNDEFINED
70239202173481325,4.0,2.0,UNDEFINED
70239202173480981,4.0,2.0,UNDEFINED
70239202149060059,3.0,5.0,UNDEFINED
70239202157981735,4.8,102.0,UNDEFINED
70239202188174633,3.0,9.0,UNDEFINED
70239202157987258,5.0,50.0,UNDEFINED
70239202173071094,4.0,8.0,UNDEFINED
70239202173128809,4.2,16.0,UNDEFINED
70239202173480954,4.0,2.0,UNDEFINED
70239201931460614,4.0,2.0,UNDEFINED
70239202173131186,4.0,8.0,UNDEFINED
70239202157982650,3.5,35.0,UNDEFINED
70239202173109299,4.2,16.0,UNDEFINED
70239202188624919,5.0,5.0,UNDEFINED
70239202173098393,4.0,8.0,UNDEFINED
70239202186392976,0.3,5.0,BLACK
70239201942560569,4.0,8.0,GRAY
70239202157977259,3.5,25.0,UNDEFINED
70239201931549026,5.0,5.0,GREEN
70239202157973002,3.9,35.0,UNDEFINED
70239202173038025,4.0,8.0,BLUE
70239201942563363,4.0,2.0,UNDEFINED
70239202174784159,4.8,102.0,UNDEFINED
70239202173191569,3.0,9.0,YELLOW
70239202156220908,4.0,16.0,UNDEFINED
70239202173116769,4.8,19.0,BROWN
70239202157969307,3.9,25.0,UNDEFINED
70239202173131238,4.0,2.0,RED
70239202173480887,3.0,5.0,UNDEFINED
70239202149117988,4.0,8.0,UNDEFINED
70239202157982036,3.5,11.0,UNDEFINED
70239202173024380,5.0,5.0,WHITE
70239202157983504,4.2,75.0,UNDEFINED
70239202173071632,4.0,5.0,YELLOW
70239202173081175,6.0,90.0,UNDEFINED
70239202188510802,4.0,8.0,UNDEFINED
70239202149079514,4.0,45.0,UNDEFINED
70239201931461410,4.0,2.0,UNDEFINED
70239202149065952,4.0,2.0,UNDEFINED
70239201931544259,4.0,8.0,GREEN
70239201931467771,3.5,45.0,UNDEFINED
70239202188648604,6.0,3.0,UNDEFINED
70239202188648586,5.0,25.0,UNDEFINED
70239202172919774,4.8,70.0,RED
70239201931472451,3.0,9.0,UNDEFINED
70239202173104982,3.0,5.0,WHITE
70239202149072898,3.0,9.0,UNDEFINED
70239202187040002,3.5,41.0,UNDEFINED
70239202186613738,0.3,5.0,BLACK
70239202173481238,3.0,5.0,UNDEFINED
70239202149066271,4.0,50.0,UNDEFINED
70239202173133168,4.2,90.0,UNDEFINED
70239202014091744,6.0,3.0,UNDEFINED
70239202157967665,5.0,60.0,UNDEFINED
70239202173118088,5.0,0.0,YELLOW
70239201931468795,4.8,130.0,UNDEFINED
70239202173077759,4.8,19.0,GREEN
70239202188507334,4.0,8.0,UNDEFINED
70239202173096838,4.8,19.0,BROWN
70239202156236760,3.5,25.0,UNDEFINED
70239201931544394,5.0,5.0,WHITE
70239202173034250,3.5,45.0,UNDEFINED
70239202186110114,3.0,5.0,BLACK
70239202156198325,4.2,75.0,UNDEFINED
70239201931571608,5.0,0.0,UNDEFINED
70239201931571607,4.0,2.0,UNDEFINED
70239201931544406,4.0,8.0,BROWN
70239202189529941,4.0,12.0,UNDEFINED
70239202173026569,4.0,25.0,YELLOW
70239202173094132,3.0,0.0,WHITE
70239201931544969,4.0,8.0,BLUE
70239202173481082,4.0,2.0,UNDEFINED
70239201940584881,4.0,2.0,UNDEFINED
70239201931544650,4.0,2.0,GREEN
70239202149070951,3.0,30.0,UNDEFINED
70239202149079495,3.0,5.0,UNDEFINED
70239202173048082,4.8,65.0,BLUE
70239201931461790,4.0,2.0,UNDEFINED
70239202157980052,4.2,76.0,UNDEFINED
70239202173101857,4.8,19.0,RED
70239202189595923,4.8,100.0,UNDEFINED
70239202157971184,3.5,35.0,UNDEFINED
70239202173128393,5.5,38.0,UNDEFINED
70239202157986210,4.5,50.0,UNDEFINED
70239201954471808,5.0,5.0,UNDEFINED
70239202157979339,4.0,45.0,UNDEFINED
70239202173481216,4.0,2.0,UNDEFINED
70239202173078749,35.0,4.8,RED
70239202173115024,4.2,25.0,UNDEFINED
70239202014033259,4.0,8.0,UNDEFINED
70239202173067827,4.2,25.0,UNDEFINED
70239202173118084,3.5,9.5,UNDEFINED
70239202186339674,3.0,8.0,UNDEFINED
70239202189951428,6.0,120.0,UNDEFINED
70239202149029391,3.0,8.0,UNDEFINED
70239202173060141,3.0,5.0,UNDEFINED
70239201931458264,10.0,50.0,UNDEFINED
70239202157984379,4.2,16.0,UNDEFINED
70239202157974081,3.9,25.0,UNDEFINED
70239201940584040,65.0,4.2,UNDEFINED
70239202157979357,3.9,64.0,UNDEFINED
70239202171913839,3.5,45.0,UNDEFINED
70239202157972188,4.2,41.0,UNDEFINED
70239201931544136,6.0,3.0,UNDEFINED
70239202149096730,3.0,5.0,UNDEFINED
70239202173083350,5.0,5.0,BLUE
70239202173036285,4.8,38.0,RED
70239201931545878,4.0,8.0,WHITE
70239202186336497,3.0,9.0,BLACK
70239202173045574,4.8,65.0,BLUE
70239202172914231,4.2,32.0,UNDEFINED
70239202157989350,4.8,80.0,UNDEFINED
70239201931544578,5.0,5.0,BLUE
70239201931460338,6.0,3.0,UNDEFINED
70239202148960301,4.0,5.0,UNDEFINED
70239202173102964,4.8,50.0,BLUE
70239202173034812,4.0,8.0,BLUE
70239202173097087,3.5,12.0,UNDEFINED
70239202173037917,3.5,55.0,UNDEFINED
70239202186392563,4.0,2.0,UNDEFINED
70239202188511847,3.0,25.0,UNDEFINED
70239202173029537,5.0,5.0,UNDEFINED
70239202156280345,5.0,45.0,UNDEFINED
70239202186337317,3.0,5.0,BLACK
70239201940729070,3.0,9.0,UNDEFINED
70239201931446103,5.0,5.0,UNDEFINED
70239202173045797,4.0,8.0,UNDEFINED
70239201931460453,6.0,30.0,UNDEFINED
70239202173087570,3.0,0.0,WHITE
70239202156216938,3.5,25.0,UNDEFINED
70239202173067823,3.9,25.0,UNDEFINED
70239202173065056,3.5,41.0,UNDEFINED
70239202157975640,4.2,76.0,UNDEFINED
70239202149070948,6.0,140.0,UNDEFINED
70239202173086481,4.8,65.0,GREEN
70239202173065429,4.2,19.0,UNDEFINED
70239202173099069,3.8,65.0,UNDEFINED
70239202173124674,3.0,5.0,WHITE
70239202189744270,3.5,35.0,UNDEFINED
70239202149029396,3.0,25.0,UNDEFINED
70239202149063055,4.0,25.0,UNDEFINED
70239202189641989,4.0,25.0,UNDEFINED
70239202149060720,6.0,80.0,UNDEFINED
70239201931544210,4.0,8.0,GREEN
70239202187043194,3.0,5.0,BLACK
70239202164417405,4.2,75.0,UNDEFINED
70239202186276930,0.3,8.0,BLACK
70239201931544262,4.0,8.0,BROWN
70239202173135298,6.0,0.0,YELLOW
70239201931453877,5.0,5.0,UNDEFINED
70239202149123871,4.0,2.0,UNDEFINED
70239202173064247,4.0,1.0,WHITE
70239202173060585,4.0,2.0,WHITE
70239201931462387,4.8,127.0,UNDEFINED
70239201931544334,4.0,8.0,BLUE
70239201940747802,4.0,2.0,UNDEFINED
70239202013898385,UNDEFINED,UNDEFINED,UNDEFINED
70239201931460755,3.0,5.0,UNDEFINED
70239202149057111,6.0,120.0,UNDEFINED
70239202173101640,4.2,19.0,UNDEFINED
70239202149068577,3.0,5.0,UNDEFINED
70239201931458962,6.0,3.0,UNDEFINED
70239202173046379,6.0,0.0,WHITE
70239202173124628,4.0,8.0,UNDEFINED
70239202173071276,4.2,25.0,UNDEFINED
70239201931544246,5.0,5.0,GREEN
70239202157977115,3.5,32.0,UNDEFINED
70239202173113119,4.0,30.0,YELLOW
70239202173099083,4.0,8.0,UNDEFINED
70239202149000237,6.0,120.0,UNDEFINED
70239202173126760,5.0,0.0,YELLOW
70239202149062521,4.0,16.0,UNDEFINED
70239202173086624,3.5,19.0,UNDEFINED
70239202149060280,6.0,40.0,UNDEFINED
70239202173065096,4.8,70.0,BROWN
70239202188648611,4.0,5.0,UNDEFINED
70239202173034577,4.8,70.0,RED
70239202172911803,4.2,50.0,UNDEFINED
70239202149057539,4.0,2.0,UNDEFINED
70239201931544401,4.0,2.0,UNDEFINED
70239201940756053,4.0,5.0,UNDEFINED
70239202173037380,29.0,4.8,UNDEFINED
70239202173085979,4.0,8.0,UNDEFINED
70239202157968444,3.0,20.0,UNDEFINED
70239201931455485,12.0,120.0,UNDEFINED
70239202173118921,4.8,50.0,RED
70239202173056343,3.5,41.0,UNDEFINED
70239202187027362,3.0,8.0,BLACK
70239202173132658,3.9,35.0,YELLOW
70239202173087566,4.0,8.0,UNDEFINED
70239202173041102,5.0,40.0,UNDEFINED
70239202149086521,5.0,25.0,UNDEFINED
70239201931571638,5.0,0.0,UNDEFINED
70239202188629532,3.0,30.0,UNDEFINED
70239202186339707,4.0,2.0,UNDEFINED
70239201931462052,4.0,2.0,UNDEFINED
70239202173052059,5.0,50.0,YELLOW
70239202188624757,4.0,8.0,UNDEFINED
70239202158261186,4.0,5.0,UNDEFINED
70239202149000740,4.0,5.0,UNDEFINED
70239202186110629,4.0,8.0,UNDEFINED
70239202157970937,4.8,90.0,UNDEFINED
70239202173481354,5.0,5.0,UNDEFINED
70239201931873959,3.0,5.0,UNDEFINED
